,question,answer
3054,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""phương pháp chiết nóng"" RETURN c.id"
3055,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3056,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3057,Phương pháp tẩm mật yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""tẩm mật"" RETURN c.id"
3058,Bách hợp được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bách hợp"" RETURN tm.id"
3059,Bách bộ điều trị bệnh lý nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN dis.id"
3060,Thuốc Bách bộ được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN s.id"
3061,Thuốc Bách bộ chứa thành phần nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN c.id"
3062,Bách bộ được bào chế bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN p.id"
3063,Phương pháp kiểm nghiệm Độ ẩm có chỉ số kỹ thuật nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""độ ẩm"" RETURN s.id"
3064,Thuốc Bạch cập có chỉ số kỹ thuật nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch cập"" RETURN s.id"
3065,Phương pháp bào chế tẩm mật có chỉ số kỹ thuật nào,"MATCH (p:PRODUCTION_METHOD)<-[:PRODUCED_BY]-(d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(p.id) CONTAINS ""tẩm mật"" RETURN s.id"
3066,Thuốc Bách hợp có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bách hợp"" RETURN s.id"
3067,Thuốc Bách hợp điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bách hợp"" RETURN dis.id"
3068,Thuốc Bách hợp được bảo quản tại điều kiện môi trường nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""bách hợp"" RETURN s.id"
3069,Phương pháp bào chế tẩm mật yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""tẩm mật"" RETURN c.id"
3070,Thuốc Bách hợp được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bách hợp"" RETURN p.id"
3071,Phương pháp chiết lạnh yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""chiết lạnh"" RETURN c.id"
3072,Phương pháp kiểm nghiệm Chất chiết được trong dược liệu có chỉ số kỹ thuật nào,"MATCH (tm:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""chất chiết được trong dược liệu"" RETURN s.id"
3073,Phương pháp sắc ký có chỉ số kỹ thuật nào?,"MATCH (tm:TEST_METHOD)<-[:TESTED_BY]-(d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""sắc ký"" RETURN s.id"
3074,Bạch cập tác động lên cơ quan nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch cập"" RETURN dis.id"
3075,Phương pháp kiểm nghiệm Chất chiết được trong dược liệu được kiểm nghiệm bằng phương pháp nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""chất chiết được trong dược liệu"" RETURN t.id"
3076,Phương pháp kiểm nghiệm Tro toàn phần có chỉ số kỹ thuật nào,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""tro toàn phần"" RETURN s.id"
3077,Hóa chất acid phosphomolybdic có chỉ số kỹ thuật nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""acid phosphomolybdic"" RETURN s.id"
3078,Phương pháp sắc ký yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký"" RETURN c.id"
3079,Bạch cập điều trị bệnh lý nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch cập"" RETURN dis.id"
3080,Bạch cập được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bạch cập"" RETURN p.id"
3081,Bạch cập được bảo quản ở điều kiện môi trường nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""bạch cập"" RETURN s.id"
3082,Bách bộ tẩm mật chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bách bộ tẩm mật"" RETURN c.id"
3083,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3084,Bạch cập có chỉ số kỹ thuật nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch cập"" RETURN s.id"
3085,Bách bộ tẩm mật được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bách bộ tẩm mật"" RETURN p.id"
3086,Bạch cập được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch cập"" RETURN tm.id"
3087,Phương pháp Tạp chất có tiêu chuẩn nào?,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""tạp chất"" RETURN s.id"
3088,Bách bộ khô được bào chế bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bách bộ khô"" RETURN p.id"
3089,Phương pháp Sắc ký đồ có tiêu chuẩn nào về giá trị Rf,"MATCH (tm:TEST_METHOD)<-[:TESTED_BY]-(d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""sắc ký đồ"" AND toLower(s.id) CONTAINS ""giá trị rf"" RETURN s.id"
3090,Rễ củ được chế biến bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""rễ củ"" RETURN p.id"
3091,Dược liệu có tiêu chuẩn nào về hàm lượng alcaloid toàn phần,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(s.id) CONTAINS ""hàm lượng alcaloid toàn phần"" RETURN s.id"
3092,Phương pháp Định lượng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định lượng"" RETURN c.id"
3093,Phương pháp Sắc ký đồ có tiêu chuẩn nào về số vết,"MATCH (tm:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""sắc ký đồ"" AND toLower(s.id) CONTAINS ""vết"" RETURN s.id"
3094,Phương pháp Tro toàn phần có tiêu chuẩn nào,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""tro toàn phần"" RETURN s.id"
3095,Phương pháp Độ ẩm có tiêu chuẩn nào?,"MATCH (tm:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""độ ẩm"" RETURN s.id"
3096,Phương pháp Sắc ký đồ yêu cầu thuốc thử nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký đồ"" RETURN c.id"
3097,Hóa chất tuberostemonin LG được yêu cầu bởi phương pháp kiểm nghiệm nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""tuberostemonin lg"" RETURN t.id"
3098,Dược liệu Bách bộ được yêu cầu bởi phương pháp kiểm nghiệm nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN t.id"
3099,Hóa chất thuốc thử Fehling được yêu cầu bởi phương pháp kiểm nghiệm nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""fehling"" RETURN tm.id"
3100,Hóa chất Silica gel G được yêu cầu bởi phương pháp kiểm nghiệm nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""silica gel g"" RETURN t.id"
3101,Hóa chất methanol được yêu cầu bởi phương pháp kiểm nghiệm nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""methanol"" RETURN t.id"
3102,Hóa chất thuốc thử Dragendorff được yêu cầu bởi phương pháp kiểm nghiệm nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""dragendorff"" RETURN t.id"
3103,Hóa chất dung dịch bão hòa acid picric được yêu cầu bởi phương pháp kiểm nghiệm nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""dung dịch bão hòa acid picric"" RETURN t.id"
3104,Hóa chất thuốc thử Mayer được yêu cầu bởi phương pháp kiểm nghiệm nào?,"MATCH (c:CHEMICAL)<-[:REQUIRES]-(t:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""mayer"" RETURN t.id"
3105,Hóa chất thuốc thử Bouchardat được yêu cầu bởi phương pháp kiểm nghiệm nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""bouchardat"" RETURN t.id"
3106,"Hóa chất acid hydrocloric 0,1 M được yêu cầu bởi phương pháp kiểm nghiệm nào?","MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""acid hydrocloric 0,1 m"" RETURN tm.id"
3107,Phương pháp sắc ký lớp mỏng yêu cầu dược liệu đối chiếu nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(d:DRUG) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN d.id"
3108,Hóa chất amoniac đậm đặc được yêu cầu bởi phương pháp kiểm nghiệm nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""amoniac đậm đặc"" RETURN t.id"
3109,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3110,Hóa chất cloroform được yêu cầu bởi phương pháp kiểm nghiệm nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""cloroform"" RETURN t.id"
3111,Bách bệnh được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bách bệnh"" RETURN tm.id"
3112,Phương pháp Định tính yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""định tính"" RETURN c.id"
3113,Bạc hà tác động lên cơ quan nào,"MATCH (d:DRUG)-[:TARGETS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạc hà"" AND (toLower(dis.id) CONTAINS ""kinh phế"" OR toLower(dis.id) CONTAINS ""kinh can"") RETURN dis.id"
3114,Bách bệnh có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bách bệnh"" RETURN s.id"
3115,Thuốc Bách Bộ được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN o.id"
3116,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3117,Bách bệnh chứa thành phần hóa học nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bách bệnh"" RETURN c.id"
3118,Bá tử nhân được sản xuất từ sinh vật nào?,"MATCH (d:DRUG)-[:TARGETS]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bá tử nhân"" RETURN o.id"
3119,Thuốc Bách Bộ điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN dis.id"
3120,Thuốc Bách Bộ được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN s.id"
3121,Thuốc Bách Bộ được bào chế bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bách bộ"" RETURN p.id"
3122,Tiêu chuẩn Chất chiết được trong dược liệu được kiểm nghiệm bằng phương pháp nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""chất chiết được trong dược liệu"" RETURN t.id"
3123,Phương pháp Phụ lục 12.10 yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""phụ lục 12.10"" RETURN c.id"
3124,Tiêu chuẩn Tro không tan trong acid hydrocloric được kiểm nghiệm bằng phương pháp nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""tro không tan trong acid hydrocloric"" RETURN t.id"
3125,Bách bệnh được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bách bệnh"" RETURN o.id"
3126,Tiêu chuẩn Tro toàn phần được kiểm nghiệm bằng phương pháp nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN t.id"
3127,Tiêu chuẩn Độ ẩm được kiểm nghiệm bằng phương pháp nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""độ ẩm"" RETURN tm.id"
3128,Bạc hà điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạc hà"" RETURN dis.id"
3129,Bạc hà được bảo quản ở điều kiện môi trường nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""bạc hà"" RETURN s.id"
3130,Phương pháp sắc ký lớp mỏng có tiêu chuẩn nào,"MATCH (s:STANDARD)<-[:HAS_STANDARD]-(d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN s.id"
3131,Bạc hà chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bạc hà"" RETURN c.id"
3132,Bạc hà được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bạc hà"" RETURN p.id"
3133,Phương pháp Định lượng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định lượng"" RETURN c.id"
3134,Bạc hà được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạc hà"" RETURN t.id"
3135,Bạc hà có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạc hà"" RETURN s.id"
3136,Tro toàn phần có tiêu chuẩn nào,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN s.id"
3137,Độ ẩm có tiêu chuẩn nào?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""độ ẩm"" RETURN s.id"
3138,Tinh dầu bạc hà được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""tinh dầu bạc hà"" RETURN t.id"
3139,Bạc hà được sản xuất từ vi sinh vật nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bạc hà"" RETURN o.id"
3140,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3141,Bạc hà được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bạc hà"" RETURN p.id"
3142,Bá tử sương được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bá tử sương"" RETURN p.id"
3143,Bá tử nhân chủ trị bệnh gì?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bá tử nhân"" RETURN dis.id"
3144,Bá tử nhân được bảo quản ở điều kiện nào,"MATCH (c:CHEMICAL)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(c.id) CONTAINS ""bá tử nhân"" RETURN s.id"
3145,Bá tử sương chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bá tử sương"" RETURN c.id"
3146,Phương pháp xác định Chỉ số peroxyd yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""chỉ số peroxyd"" RETURN c.id"
3147,Phương pháp xác định Chỉ số carbonyl yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""chỉ số carbonyl"" RETURN c.id"
3148,Dầu béo có chỉ số kỹ thuật nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""dầu béo"" RETURN s.id"
3149,Phương pháp Phụ lục 7.2 yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""phụ lục 7.2"" RETURN c.id"
3150,Chích ba kích được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""chích ba kích"" RETURN p.id"
3151,Bá tử nhân được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bá tử nhân"" RETURN tm.id"
3152,Phương pháp đun đến khi mềm xốp yêu cầu hóa chất nào?,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""đun đến khi mềm xốp"" RETURN c.id"
3153,Bá tử nhân có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bá tử nhân"" RETURN s.id"
3154,Ba kích được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""ba kích"" RETURN s.id"
3155,Ba kích điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""ba kích"" RETURN dis.id"
3156,Diêm ba kích nhục được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""diêm ba kích nhục"" RETURN p.id"
3157,BA KÍCH (Rễ) chứa hóa chất nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""ba kích (rễ)"" RETURN c.id"
3158,Phương pháp đồ kỹ yêu cầu hóa chất nào?,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""đồ kỹ"" RETURN c.id"
3159,Ba kích nhục được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""ba kích nhục"" RETURN p.id"
3160,Phương pháp chiết lạnh yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""chiết lạnh"" RETURN c.id"
3161,Phương pháp Đo độ hấp thụ cực đại yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""độ hấp thụ cực đại"" RETURN c.id"
3162,Phương pháp Định tính yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
3163,Phương pháp Phụ lục 5.4 yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""phụ lục 5.4"" RETURN c.id"
3164,Phương pháp Sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3165,Phương pháp Định tính yêu cầu hóa chất nào khác nữa?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""định tính"" RETURN c.id"
3166,Phương pháp Định lượng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định lượng"" RETURN c.id"
3167,Dược liệu Actisô được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""actisô"" RETURN t.id"
3168,Ba kích được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""ba kích"" RETURN t.id"
3169,Ba kích có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""ba kích"" RETURN s.id"
3170,Phương pháp sắc ký lớp mỏng yêu cầu dược liệu nào,"MATCH (d:DRUG)-[:REQUIRES]->(t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN d.id"
3171,Dược liệu Actisô có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""actisô"" RETURN s.id"
3172,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3173,Phương pháp Định tính yêu cầu hóa chất nào khác nữa,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
3174,Phương pháp Định tính yêu cầu hóa chất nào khác nữa,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
